Rando,subitem_id,subid,created,sub_date,plan__nickname,plan__id,quantity,status,plan__active,plan__amount,interval,cus_id,divs_division_id,type,creation_time,tp_user_id,ur_user_id,u_user_id,stripe_subscription_type,address__state,address__city
0.586932620294115,si_O6tjz3sdCYXKe5,sub_1NKfwKGiU1oRXdcXmrNAyIRp,2023-06-19 11:08:08.000000,2023-06-19,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_O6tj3DG7HUN7Db,5989,flex_watch,2023-06-19 14:17:46.000000,4642801,4642822,4642801,flex_pay2unlock,FL,Cooper City
0.586982189620325,si_OAQz1RnyB5xROF,sub_1NO67LGiU1oRXdcXsastWHEQ,2023-06-28 21:41:39.000000,2023-06-28,PlayerFocus Pro (Annual - Watch),price_1NIadYGiU1oRXdcXJxYk0d2P,1,active,TRUE,30000,year,cus_OAQznRqjDKO30k,6083,flex_watch,2023-06-28 22:13:47.000000,4675394,4675561,4675394,flex_watch,MO,St. Charles
0.587487813131084,si_OHrcv9mrj5Q4uA,sub_1NVHt2GiU1oRXdcXI2WPvsUV,2023-07-18 17:40:36.000000,2023-07-18,PlayerFocus Pro (Annual - Watch),price_1NIadYGiU1oRXdcXJxYk0d2P,1,active,TRUE,30000,year,cus_OHrcXsyrao9m7y,6237,flex_watch,2023-07-19 15:52:24.000000,4746293,4746293,4746272,flex_watch,CA,San Diego
0.587490776394495,si_O8TWMbFFvqi63R,sub_1NMCZjGiU1oRXdcXiaGU706v,2023-06-23 16:11:07.000000,2023-06-23,PlayerFocus Pro (Annual),price_1NIaQ5GiU1oRXdcX0YK8NzLJ,1,active,TRUE,30000,year,cus_O8TWaFSwwLZ60x,6044,flex_watch,2023-06-23 16:32:39.000000,4653492,4653492,4653471,flex_pay2unlock,WV,Williamstown
0.587676752896332,si_O2tR2w7gwmuY4K,sub_1NGneCGiU1oRXdcXpVB2IiP7,2023-06-08 18:33:24.000000,2023-06-08,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_O2tRUyUIX0ytSs,5921,flex_watch,2023-06-08 18:54:23.000000,4593282,4593282,4593261,flex_pay2unlock,FL,"Orlando, Fl"
0.588898945979665,si_OAmMtPAGQ8hVES,sub_1NOQoFGiU1oRXdcXy25q2ZHz,2023-06-29 19:47:19.000000,2023-06-29,PlayerFocus Pro (Annual),price_1NIaQ5GiU1oRXdcX0YK8NzLJ,1,active,TRUE,30000,year,cus_OAmMkNfy62GM1Z,2001,flex_club,2021-07-06 22:53:31.000000,1718997,4656323,1718997,flex_pay2unlock,,
0.588954643963717,si_OFc3iozDowV5QU,sub_1NT6pRGiU1oRXdcXep6jVcPz,2023-07-12 17:27:53.000000,2023-07-12,PlayerFocus Pro (Annual - Watch),price_1NIadYGiU1oRXdcXJxYk0d2P,2,active,TRUE,30000,year,cus_OFc3uUTo7HEBRt,6179,flex,2023-07-12 17:47:41.000000,4714004,4714583,4714004,flex_watch,ID,Eagle
0.589171197703249,si_Nq7bcM6OTsHCC1,sub_1N4RMTGiU1oRXdcXGmDDQD2t,2023-05-05 16:20:01.000000,2023-05-05,PlayerFocus Pro (Annual),price_1Mqkz6GiU1oRXdcXbijuv6WS,1,active,TRUE,24000,year,cus_Nq7bp3aU4xSoev,5642,flex,2023-05-05 17:07:09.000000,4395849,4395891,4395849,flex_pay2unlock,SC,Indian Land
0.589193072513282,si_OFzAT74nPnZm6z,sub_1NTTC4GiU1oRXdcX8e4RwmO5,2023-07-13 17:20:44.000000,2023-07-13,PlayerFocus Pro (Annual - Watch),price_1NIadYGiU1oRXdcXJxYk0d2P,1,active,TRUE,30000,year,cus_OFzAPbEqOTyBnh,6191,flex_watch,2023-07-13 17:47:43.000000,4716079,4716100,4716079,flex_watch,FL,New Smyrna Beach
0.589337949936482,si_OBBArNojFkeP6c,sub_1NOonzGiU1oRXdcXomSdQgxC,2023-06-30 21:24:39.000000,2023-06-30,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_OBBAuQEnAfoezX,6108,flex_watch,2023-06-30 21:34:53.000000,4679729,4679729,4679686,flex_pay2unlock,TN,Medina
0.589637179872222,si_O5pKjSs0fcpCce,sub_1NJdftGiU1oRXdcXHgbryuKo,2023-06-16 14:30:53.000000,2023-06-16,PlayerFocus Pro (Annual),price_1Mqkz6GiU1oRXdcXbijuv6WS,1,active,TRUE,24000,year,cus_O5pKKadytcMP26,5975,flex_watch,2023-06-16 14:41:05.000000,4624411,4624624,4624411,flex_pay2unlock,CA,San Jacinto
0.589660574502695,si_O9iNOa7Px5Sl4T,sub_1NNOxCGiU1oRXdcXJKFA4S7W,2023-06-26 23:36:18.000000,2023-06-26,PlayerFocus Pro (Annual - Watch),price_1NIadYGiU1oRXdcXJxYk0d2P,1,active,TRUE,30000,year,cus_O9iN9cc5jEFLSL,6026,flex_watch,2023-06-21 18:23:59.000000,4647935,4647935,4647936,flex_watch,,
0.589858004213398,si_OEyGDPtMEouU6Z,sub_1NSUJXGiU1oRXdcXraX895tm,2023-07-11 00:20:23.000000,2023-07-11,PlayerFocus Basic (Monthly - Watch),price_1NEEsnGiU1oRXdcXXb15He9t,1,active,TRUE,2500,month,cus_OEyG8AXMuDUu6e,6102,flex_watch,2023-06-30 19:05:30.000000,4696050,4696050,4703007,flex_watch,MT,Bozeman
0.589905391739156,si_NmNayaEL8DbOzF,sub_1N0opFGiU1oRXdcXQJvJqtVL,2023-04-25 16:34:45.000000,2023-04-25,PlayerFocus Basic (Monthly),price_1MqkygGiU1oRXdcXux82nS5X,1,active,TRUE,2000,month,cus_NmNaGM3wZypAE2,5482,flex,2023-04-17 23:20:34.000000,2416845,2889423,2416845,flex_pay2unlock,,
0.590005913048654,si_OFNyJTLH7P21Jc,sub_1NStC6GiU1oRXdcXaikvgYrd,2023-07-12 02:54:22.000000,2023-07-12,PlayerFocus Pro (Annual),price_1NIaQ5GiU1oRXdcX0YK8NzLJ,1,active,TRUE,30000,year,cus_OFNy9oMZsgCnoh,5945,flex,2023-06-13 15:55:48.000000,4617464,4617464,4713467,flex_pay2unlock,,
0.590034497583488,si_OJ6WRJMqxr68EO,sub_1NWUJhGiU1oRXdcXoIhAhKg3,2023-07-22 01:09:05.000000,2023-07-22,Equipment Subscription (Renewal - Annual),price_1NNN5RGiU1oRXdcXStbKSfdF,1,active,TRUE,49500,year,cus_OJ6WtvvElnfQVe,,,,2971114,2989211,2971114,flex_pay2unlock,TX,Pasadena
0.590203314925547,si_O4qjXzL9Bl5ooV,sub_1NIh2DGiU1oRXdcXojtjMGEU,2023-06-13 23:54:01.000000,2023-06-13,PlayerFocus (Annual),price_1MqkygGiU1oRXdcXDDGHyGOQ,1,active,TRUE,18000,year,cus_O4qjE1ClpdBcbK,3876,flex,2022-06-04 20:09:42.000000,2845169,,2845169,flex_pay2unlock,CA,Los Angeles
0.590287969047413,si_OHw7NgBM1gdKR4,sub_1NVMFNGiU1oRXdcXdQsfYI0k,2023-07-18 22:19:57.000000,2023-07-18,PlayerFocus Basic (Annual - Watch),price_1NAfJFGiU1oRXdcXlCwMFk5P,1,active,TRUE,18000,year,cus_OHw7Fm3wa2oxwX,6232,flex_watch,2023-07-19 13:59:15.000000,4749626,4749626,4745924,flex_watch,CA,Hermosa Beach
0.590420373815904,si_O8vHJb0OazneY7,sub_1NMdQlGiU1oRXdcX9g6008G9,2023-06-24 20:51:39.000000,2023-06-24,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_O8vHJvqEck0qp5,6051,flex_watch,2023-06-24 21:29:57.000000,4662538,4662559,4662538,flex_pay2unlock,NH,Keene
0.591090970791278,si_Ngv1f45bpRMHRe,sub_1MvXBaGiU1oRXdcXezsAjmnY,2023-04-11 02:43:58.000000,2023-04-11,PlayerFocus Pro (Annual),price_1Mqkz6GiU1oRXdcXbijuv6WS,1,active,TRUE,24000,year,cus_Ngv19hVdjgjLmP,5414,flex,2023-04-05 21:40:22.000000,4238079,4238079,4238080,flex_pay2unlock,,
0.591132173993175,si_O76EVxX5jeJ3d9,sub_1NKs1ZGiU1oRXdcXHy22KG6k,2023-06-20 00:02:21.000000,2023-06-20,PlayerFocus Pro (Annual),price_1Mqkz6GiU1oRXdcXbijuv6WS,1,active,TRUE,24000,year,cus_O76EWO4EgQlb1d,6012,flex_watch,2023-06-20 14:01:35.000000,4645510,4645510,4645489,flex_pay2unlock,PA,Export
0.591777374447839,si_NfJLQvWFKw0m5k,sub_1MtyiWGiU1oRXdcXunBNkdws,2023-04-06 19:43:32.000000,2023-04-06,PlayerFocus Pro (Annual),price_1Mqkz6GiU1oRXdcXbijuv6WS,1,active,TRUE,24000,year,cus_NfJLOFj5cGz6Qa,5419,flex,2023-04-06 19:56:08.000000,4255120,4255120,4233542,flex_pay2unlock,CA,Fresno
0.59189215107382,si_NpqC5p4zsp5Chx,sub_1N4AVeGiU1oRXdcXBcXseD6e,2023-05-04 22:20:22.000000,2023-05-04,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_NpqCyd89NGHQIT,5633,flex,2023-05-04 22:33:32.000000,4394101,4396394,4394101,flex_pay2unlock,TX,El Paso
0.59196148148366,si_OGMA2tV0DPaLRG,sub_1NTpSaGiU1oRXdcXzuWP8En5,2023-07-14 17:07:16.000000,2023-07-14,PlayerFocus Pro (Monthly - Watch),price_1NEEhPGiU1oRXdcXLmlwYNMy,1,active,TRUE,3500,month,cus_OGMAVMUxVaU8WO,3725,flex,2022-04-28 15:57:36.000000,3326327,3326327,3326328,flex_watch,,
0.592055639874381,si_OHPBmtibSMNNNx,sub_1NUqNQGiU1oRXdcXsO4gVFdG,2023-07-17 12:18:08.000000,2023-07-17,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_OHPB5N2piptahQ,5012,flex,2022-11-20 00:38:14.000000,3758294,3758294,3727213,flex_pay2unlock,TN,Kingsport
0.592949332482757,si_O0dvs4iztsTqED,sub_1NEcdEGiU1oRXdcXtnePqTP5,2023-06-02 18:23:24.000000,2023-06-02,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_O0dvEcaQrLXtxV,5874,flex_watch,2023-06-02 18:33:47.000000,4567691,4567712,4567691,flex_pay2unlock,ON,London
0.593045264116318,si_Nqppv80YDoMeCg,sub_1N589rGiU1oRXdcXN9hd9uko,2023-05-07 14:01:51.000000,2023-05-07,PlayerFocus Pro (Annual),price_1Mqkz6GiU1oRXdcXbijuv6WS,1,active,TRUE,24000,year,cus_Nqpp3K3MGIoLc1,5651,flex,2023-05-07 15:32:22.000000,4420063,4420063,4420042,flex_pay2unlock,GA,Buford
0.593148087966674,si_NmklKJUDs8Wb2F,sub_1N1BGNGiU1oRXdcXUYIR4x0K,2023-04-26 16:32:15.000000,2023-04-26,PlayerFocus Pro (Annual),price_1Mqkz6GiU1oRXdcXbijuv6WS,1,active,TRUE,24000,year,cus_NmklWsmgPsAb1K,5541,flex,2023-04-26 17:15:47.000000,4372849,4372849,4347560,flex_pay2unlock,CA,Cloverdale
0.593866815931225,si_OIHv2jj0wVYB36,sub_1NVhLLGiU1oRXdcXh1snggNS,2023-07-19 20:51:31.000000,2023-07-19,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,2,active,TRUE,49500,year,cus_OIHvpqNfIcPXP8,6243,flex_watch,2023-07-19 21:20:25.000000,4747550,,4747550,flex_pay2unlock,CA,Stockton
0.593965198530835,si_Nyfphpb4Rx93UR,sub_1NCiTdGiU1oRXdcXILbCnZs2,2023-05-28 12:13:37.000000,2023-05-28,PlayerFocus Pro (Monthly),price_1Mtf8MGiU1oRXdcXBj21KrU0,1,active,TRUE,3000,month,cus_NyfpWC4hHzmUKW,5599,flex,2023-05-02 15:52:55.000000,4436092,4436092,4436143,flex_pay2unlock,,
0.594058339264589,si_Nzu4w8Mj7UDgHm,sub_1NDuG4GiU1oRXdcXBRy25PzI,2023-05-31 19:00:32.000000,2023-05-31,PlayerFocus (Annual),price_1MqkygGiU1oRXdcXDDGHyGOQ,1,active,TRUE,18000,year,cus_Nzu4fah90OU4KQ,5623,flex,2023-05-04 01:37:59.000000,4228896,4392169,4228896,flex_pay2unlock,CA,Rossmoor
0.594152377033726,si_Nd6aCKHUKAx6LY,sub_1MrqNDGiU1oRXdcXfuOJnWtN,2023-03-31 22:24:43.000000,2023-03-31,PlayerFocus Vault (Annual),price_1Mqkz6GiU1oRXdcXbijuv6WS,1,active,TRUE,24000,year,cus_Nd6aWXDA9EppEH,5389,flex,2023-03-31 22:31:21.000000,4200075,4200075,4200048,flex_pay2unlock,NJ,Fort Lee
0.594829381900269,si_NzuPhiW19pp3Mu,sub_1NDuaDGiU1oRXdcXiJSuXNI0,2023-05-31 19:21:21.000000,2023-05-31,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_NzuP7QJ967HfIz,5857,flex,2023-05-31 19:34:30.000000,4564179,4564179,4564157,flex_pay2unlock,TX,Dallas
0.595150430103845,si_O69unTRaTo3zCM,sub_1NJxaLGiU1oRXdcXPZKREgGM,2023-06-17 11:46:29.000000,2023-06-17,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_O69urnb35DiI2l,5994,flex,2023-06-19 15:21:05.000000,4642983,4645444,4642983,flex_pay2unlock,NY,WHITE PLAINS
0.595342483136647,si_NzZVeoHOdeIXsc,sub_1NDaMjGiU1oRXdcXGfYCPYjN,2023-05-30 21:46:05.000000,2023-05-30,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_NzZVktAktjJPet,5848,flex_watch,2023-05-30 22:02:10.000000,4562364,4566007,4562364,flex_pay2unlock,WA,Mukilteo
0.595661427530241,si_OFPKSNX1WdbcQp,sub_1NSuVhGiU1oRXdcXLDonXeEw,2023-07-12 04:18:41.000000,2023-07-12,PlayerFocus Pro (Annual - Watch),price_1NIadYGiU1oRXdcXJxYk0d2P,1,active,TRUE,30000,year,cus_OFPKQpV52Qskw1,6175,flex_watch,2023-07-12 15:14:33.000000,4713805,4713805,4713784,flex_watch,TX,Arlington
0.596677698602213,si_NoxEnUx8GkagYy,sub_1N3JKMGiU1oRXdcXUOvA3Iwo,2023-05-02 13:33:10.000000,2023-05-02,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_NoxEQ4pebKIUp1,5599,flex,2023-05-02 15:52:55.000000,4388407,4388407,4143060,flex_pay2unlock,MA,North Andover
0.596843852351955,si_OJ0BuCwfO9TRJn,sub_1NWOAwGiU1oRXdcXew9JtZ2B,2023-07-21 18:35:38.000000,2023-07-21,PlayerFocus Pro (Annual - Watch),price_1NIadYGiU1oRXdcXJxYk0d2P,1,active,TRUE,30000,year,cus_OJ0B9ruv1axmhy,6276,flex_watch,2023-07-21 18:45:05.000000,4754174,4754195,4754174,flex_watch,FL,Jacksonville
0.596922635265923,si_NjWm7LTo2jrrRF,sub_1My3ilGiU1oRXdcXBntgJ7Ni,2023-04-18 01:52:39.000000,2023-04-18,Basic (Monthly),price_1MqkyIGiU1oRXdcXjvMdSDuv,1,active,TRUE,1000,month,cus_NjWmIZXeur1hkD,5377,flex,2023-03-31 14:17:37.000000,2448157,2448156,2448157,flex_pay2unlock,,
0.597335780125309,si_O2x8uqdwim1foW,sub_1NGrDtGiU1oRXdcXQdQf76Ch,2023-06-08 22:22:29.000000,2023-06-08,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_O2x80D6L7ePjor,5923,flex_watch,2023-06-08 22:36:26.000000,4593597,4594445,4593597,flex_pay2unlock,GA,Loganville
0.597576943283449,si_O90dpEF5aZYO9j,sub_1NMicEGiU1oRXdcX62kd8LBF,2023-06-25 02:23:50.000000,2023-06-25,PlayerFocus Basic (Annual),price_1MqkygGiU1oRXdcXDDGHyGOQ,1,active,TRUE,18000,year,cus_O90dbYq0dUGN6L,4841,flex,2022-09-30 16:15:19.000000,2249217,2249217,1457491,flex_pay2unlock,TX,Keller
0.598064238220869,si_NrH239Kgz9hN7j,sub_1N5YULGiU1oRXdcXhAeut7iv,2023-05-08 18:08:45.000000,2023-05-08,Basic (Annual),price_1Mtxs0GiU1oRXdcXYbAjY3sj,1,active,TRUE,10000,year,cus_NrH2iq4x0if8V7,5668,flex,2023-05-08 20:16:42.000000,4429661,4592723,4429661,flex_pay2unlock,OH,Ashtabula
0.598278544635322,si_O2SiHo2DCNxEN8,sub_1NGNnQGiU1oRXdcXCAw7UwW1,2023-06-07 14:57:12.000000,2023-06-07,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_O2Si31LbyM3nEz,5906,flex_watch,2023-06-07 15:10:08.000000,4591752,,4591752,flex_pay2unlock,CA,Laguna Hills
0.598470788556515,si_NhYeMYjvoEuYu8,sub_1Mw9X1GiU1oRXdcXiEF5YHrR,2023-04-12 19:40:39.000000,2023-04-12,PlayerFocus Pro (Annual),price_1Mqkz6GiU1oRXdcXbijuv6WS,1,active,TRUE,24000,year,cus_NhYeXqxp5IuwMw,5444,flex,2023-04-12 20:12:21.000000,4299305,4299305,4249707,flex_pay2unlock,MD,Waldorf
0.598804897030178,si_OHRCi5Cpk1l94h,sub_1NUsK0GiU1oRXdcXun5GWo4K,2023-07-17 14:22:44.000000,2023-07-17,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_OHRCTHZ2YX8tnv,6210,flex_watch,2023-07-17 14:33:51.000000,4739391,4739412,4739391,flex_pay2unlock,MA,Saugus
0.598948860999041,si_NwelYZ6bJqFh5H,sub_1NAlRdGiU1oRXdcXEJsfuBSq,2023-05-23 02:59:29.000000,2023-05-23,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_NwelraRCD7ub5O,5809,flex_watch,2023-05-23 13:45:14.000000,4514814,,4514814,flex_pay2unlock,TX,Justin 
0.599269075299387,si_Nq6qixA9HeMbdf,sub_1N4QczGiU1oRXdcXNRTUYoIi,2023-05-05 15:33:01.000000,2023-05-05,PlayerFocus Pro (Monthly),price_1Mtf8MGiU1oRXdcXBj21KrU0,1,active,TRUE,3000,month,cus_Nq6qzrwEizOMQU,5477,flex,2023-04-17 18:13:20.000000,4398211,,4398211,flex_pay2unlock,CA,arroyo grande
0.599276005377251,si_OHT5V5mhbjdd2S,sub_1NUu9QGiU1oRXdcXQpPfztVL,2023-07-17 16:19:56.000000,2023-07-17,PlayerFocus Pro (Annual - Watch),price_1NIadYGiU1oRXdcXJxYk0d2P,1,active,TRUE,30000,year,cus_OHT5I78Rq37cyx,6218,flex_watch,2023-07-17 16:27:01.000000,4739881,4739902,4739881,flex_watch,CA,Mountain View
0.59933307700304,si_O0dvs4iztsTqED,sub_1NEcdEGiU1oRXdcXtnePqTP5,2023-06-02 18:23:24.000000,2023-06-02,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_O0dvEcaQrLXtxV,5874,flex_watch,2023-06-02 18:33:47.000000,4567712,4567712,4567691,flex_pay2unlock,ON,London
0.599391922539813,si_Nrd2ey7LCttD6j,sub_1N5tmbGiU1oRXdcXIvfxat0k,2023-05-09 16:53:01.000000,2023-05-09,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_Nrd2N5P7Kr0cOZ,5681,flex,2023-05-09 17:04:47.000000,4431332,4431353,4431332,flex_pay2unlock,CA,Chula Vista
0.599988968972955,si_OHz5Hypi68I47n,sub_1NVP73GiU1oRXdcXvKRGcEmu,2023-07-19 01:23:33.000000,2023-07-19,PlayerFocus Pro (Annual - Watch),price_1NIadYGiU1oRXdcXJxYk0d2P,1,active,TRUE,30000,year,cus_OHz5Q852rAW3qd,6235,flex_watch,2023-07-19 15:38:31.000000,4746214,4746235,4746214,flex_watch,WA,Kent
0.600050385202097,si_OJKMDLSOd3FmxM,sub_1NWhhOGiU1oRXdcXDX8lbOj1,2023-07-22 15:26:26.000000,2023-07-22,PlayerFocus Pro (Annual - Watch),price_1NIadYGiU1oRXdcXJxYk0d2P,1,active,TRUE,30000,year,cus_OJKMe1Y3KgStzN,6283,flex_watch,2023-07-22 15:38:03.000000,4759429,4759429,4759408,flex_watch,WI,Cottage Grove
0.600424663566856,si_NnZbNVdf1tQsXP,sub_1N1ySLGiU1oRXdcXMmcia8vX,2023-04-28 21:03:53.000000,2023-04-28,PlayerFocus Pro (Annual),price_1Mqkz6GiU1oRXdcXbijuv6WS,1,active,TRUE,24000,year,cus_NnZbrjHVqyIR5w,5572,flex,2023-04-28 22:55:13.000000,4354993,4354993,3401029,flex_pay2unlock,AB,Sherwood Park
0.600428987011345,si_NkftJ9jUyhwkPy,sub_1MzAXfGiU1oRXdcXNR8OyLFR,2023-04-21 03:21:47.000000,2023-04-21,PlayerFocus (Annual),price_1MqkygGiU1oRXdcXDDGHyGOQ,1,active,TRUE,18000,year,cus_NkftwOyqQbnCCA,5505,flex,2023-04-21 13:13:05.000000,4303846,4303846,2657135,flex_pay2unlock,CA,San Marcos
0.600429815769015,si_O2YsWvP2mTdOce,sub_1NGTkaGiU1oRXdcXaByzsK2Z,2023-06-07 21:18:40.000000,2023-06-07,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_O2YsVmVzg5cH0D,5912,flex_watch,2023-06-07 21:50:19.000000,4592398,4592398,4592377,flex_pay2unlock,ON,Etobicoke
0.600641034139613,si_NxIGTVXfaPE7PQ,sub_1NBNfzGiU1oRXdcXqxzC5utK,2023-05-24 19:48:51.000000,2023-05-24,PlayerFocus Pro (Annual),price_1Mqkz6GiU1oRXdcXbijuv6WS,1,active,TRUE,24000,year,cus_NxIGI0zELKsK6P,5823,flex_watch,2023-05-24 20:03:16.000000,4517630,4562805,4517630,flex_pay2unlock,WA,Olympia
0.600860966191677,si_OJPESpv3rNOG93,sub_1NWmPZGiU1oRXdcXsIoPE9hB,2023-07-22 20:28:21.000000,2023-07-22,Equipment Subscription (Annual),price_1MpFtjGiU1oRXdcXpGUJ5fOA,1,active,TRUE,49500,year,cus_OJPEfiWp2yjb8h,6285,flex_watch,2023-07-23 13:21:47.000000,4765199,4765220,4765199,flex_pay2unlock,NV,Las Vegas
0.60092672141891,si_Nzu4w8Mj7UDgHm,sub_1NDuG4GiU1oRXdcXBRy25PzI,2023-05-31 19:00:32.000000,2023-05-31,PlayerFocus (Annual),price_1MqkygGiU1oRXdcXDDGHyGOQ,1,active,TRUE,18000,year,cus_Nzu4fah90OU4KQ,5623,flex,2023-05-04 01:37:59.000000,4420388,4420388,4228896,flex_pay2unlock,CA,Rossmoor
